t,x(t),y(t),z(t),v_x(t),v_y(t),v_z(t),omega_x(t),omega_y(t),omega_z(t),q0(t),q1(t),q2(t),q3(t),ab_x(t),ab_y(t),ab_z(t)
0.4167907115212861,-114.61744566835372,0.0,117.26537605953656,-275.0,0.0,270.9112831199761,0.0,-0.04,0.0,0.37496893794381203,0.0,-0.9270373755018133,0.0,-6.820112518874746,0.0,7.051394559226423
0.43346233998213757,-119.20214349508788,0.0,121.78054500619123,-275.0,0.0,270.7477344447751,0.0,-0.04,0.0,0.37465981265165305,0.0,-0.9271623508231062,0.0,-6.815408673531344,0.0,7.05594108625871
0.45013396844298903,-123.78684132182204,0.0,126.29298733009769,-275.0,0.0,270.58418576957416,0.0,-0.04,0.0,0.3743506457058362,0.0,-0.9272872230650133,0.0,-6.810701797313709,0.0,7.060484475449813
0.46680559690384044,-128.37153914855617,0.0,130.80270303125593,-275.0,0.0,270.4206370943732,0.0,-0.04,0.0,0.37404143714073385,0.0,-0.9274119922136519,0.0,-6.805991892315033,0.0,7.065024724779246
0.4834772253646919,-132.95623697529032,0.0,135.30969210966597,-275.0,0.0,270.25708841917225,0.0,-0.04,0.0,0.37373218699072297,0.0,-0.9275366582551503,0.0,-6.801278960629853,0.0,7.069561832227916
0.5001488538255433,-137.54093480202445,0.0,139.81395456532778,-275.0,0.0,270.0935397439713,0.0,-0.04,0.0,0.37342289529018513,0.0,-0.9276612211756486,0.0,-6.796563004354052,0.0,7.074095795778132
0.5168204822863948,-142.1256326287586,0.0,144.31549039824137,-275.0,0.0,269.92999106877033,0.0,-0.04,0.0,0.3731135620735066,0.0,-0.9277856809612982,0.0,-6.791844025584859,0.0,7.0786266134136
0.5334921107472462,-146.71033045549277,0.0,148.81429960840674,-275.0,0.0,269.7664423935694,0.0,-0.04,0.0,0.37280418737507814,0.0,-0.927910037598262,0.0,-6.787122026420846,0.0,7.083154283119422
0.5501637392080977,-151.29502828222692,0.0,153.3103821958239,-275.0,0.0,269.6028937183684,0.0,-0.04,0.0,0.3724947712292952,0.0,-0.9280342910727143,0.0,-6.78239700896193,0.0,7.087678802882104
0.5668353676689492,-155.87972610896108,0.0,157.80373816049286,-275.0,0.0,269.43934504316746,0.0,-0.04,0.0,0.37218531367055785,0.0,-0.928158441370841,0.0,-6.7776689753093695,0.0,7.09220017068955
0.5835069961298006,-160.46442393569524,0.0,162.2943675024136,-275.0,0.0,269.2757963679665,0.0,-0.04,0.0,0.3718758147332707,0.0,-0.9282824884788394,0.0,-6.7729379275657635,0.0,7.096718384531066
0.600178624590652,-165.04912176242937,0.0,166.7822702215861,-275.0,0.0,269.11224769276555,0.0,-0.04,0.0,0.37156627445184304,0.0,-0.9284064323829183,0.0,-6.768203867835052,0.0,7.101233442397362
0.6168502530515034,-169.63381958916352,0.0,171.2674463180104,-275.0,0.0,268.9486990175646,0.0,-0.04,0.0,0.3712566928606887,0.0,-0.9285302730692979,0.0,-6.763466798222514,0.0,7.105745342280551
0.6335218815123549,-174.21851741589768,0.0,175.7498957916865,-275.0,0.0,268.78515034236364,0.0,-0.04,0.0,0.37094706999422605,0.0,-0.9286540105242099,0.0,-6.758726720834766,0.0,7.11025408217415
0.6501935099732064,-178.80321524263184,0.0,180.22961864261438,-275.0,0.0,268.6216016671627,0.0,-0.04,0.0,0.3706374058868782,0.0,-0.9287776447338976,0.0,-6.753983637779767,0.0,7.114759660073081
0.6668651384340578,-183.387913069366,0.0,184.70661487079406,-275.0,0.0,268.4580529919617,0.0,-0.04,0.0,0.37032770057307274,0.0,-0.9289011756846156,0.0,-6.749237551166807,0.0,7.1192620739736725
0.6835367668949093,-187.97261089610015,0.0,189.18088447622551,-275.0,0.0,268.29450431676077,0.0,-0.04,0.0,0.37001795408724186,0.0,-0.9290246033626302,0.0,-6.7444884631065145,0.0,7.12376132187366
0.7002083953557606,-192.55730872283428,0.0,193.65242745890873,-275.0,0.0,268.1309556415598,0.0,-0.04,0.0,0.3697081664638224,0.0,-0.9291479277542188,0.0,-6.7397363757108515,0.0,7.1282574017721885
0.7168800238166121,-197.14200654956844,0.0,198.12124381884377,-275.0,0.0,267.96740696635885,0.0,-0.04,0.0,0.36939833773725556,0.0,-0.9292711488456709,0.0,-6.734981291093116,0.0,7.132750311669808
0.7335516522774636,-201.7267043763026,0.0,202.5873335560306,-275.0,0.0,267.8038582911579,0.0,-0.04,0.0,0.36908846794198735,0.0,-0.9293942666232867,0.0,-6.730223211367935,0.0,7.137240049568481
0.750223280738315,-206.31140220303675,0.0,207.05069667046916,-275.0,0.0,267.64030961595694,0.0,-0.04,0.0,0.36877855711246826,0.0,-0.9295172810733786,0.0,-6.725462138651272,0.0,7.141726613471582
0.7668949091991665,-210.8961000297709,0.0,211.51133316215953,-275.0,0.0,267.476760940756,0.0,-0.04,0.0,0.3684686052831533,0.0,-0.9296401921822701,0.0,-6.72069807506042,0.0,7.146210001383895
0.7835665376600179,-215.48079785650506,0.0,215.96924303110168,-275.0,0.0,267.313212265555,0.0,-0.04,0.0,0.36815861248850207,0.0,-0.9297629999362963,0.0,-6.715931022713999,0.0,7.150690211311614
0.8002381661208693,-220.0654956832392,0.0,220.4244262772956,-275.0,0.0,267.14966359035407,0.0,-0.04,0.0,0.3678485787629787,0.0,-0.9298857043218037,0.0,-6.71116098373196,0.0,7.155167241262352
0.8169097945817207,-224.65019350997335,0.0,224.87688290074132,-275.0,0.0,266.9861149151531,0.0,-0.04,0.0,0.367538504141052,0.0,-0.9300083053251504,0.0,-6.7063879602355865,0.0,7.159641089245131
0.8335814230425722,-229.2348913367075,0.0,229.32661290143884,-275.0,0.0,266.82256623995215,0.0,-0.04,0.0,0.3672283886571951,0.0,-0.930130802932706,0.0,-6.701611954347482,0.0,7.164111753270391
0.8502530515034237,-233.81958916344166,0.0,233.77361627938814,-275.0,0.0,266.6590175647512,0.0,-0.04,0.0,0.36691823234588583,0.0,-0.9302531971308515,0.0,-6.696832968191581,0.0,7.1685792313499865
0.8669246799642751,-238.40428699017582,0.0,238.21789303458922,-275.0,0.0,266.49546888955024,0.0,-0.04,0.0,0.36660803524160657,0.0,-0.9303754879059795,0.0,-6.692051003893143,0.0,7.173043521497189
0.8835963084251266,-242.98898481690998,0.0,242.6594431670421,-275.0,0.0,266.3319202143493,0.0,-0.04,0.0,0.36629779737884416,0.0,-0.9304976752444939,0.0,-6.68726606357875,0.0,7.1775046217266905
0.9002679368859781,-247.57368264364413,0.0,247.09826667674676,-275.0,0.0,266.1683715391483,0.0,-0.04,0.0,0.36598751879208996,0.0,-0.9306197591328104,0.0,-6.682478149376308,0.0,7.181962530054597
0.9169395653468294,-252.15838047037826,0.0,251.53436356370318,-275.0,0.0,266.00482286394737,0.0,-0.04,0.0,0.36567719951584,0.0,-0.930741739557356,0.0,-6.677687263415048,0.0,7.186417244498436
0.9336111938076809,-256.7430782971124,0.0,255.96773382791142,-275.0,0.0,265.8412741887464,0.0,-0.04,0.0,0.3653668395845946,0.0,-0.9308636165045692,0.0,-6.672893407825517,0.0,7.190868763077156
0.9502828222685323,-261.32777612384655,0.0,260.39837746937144,-275.0,0.0,265.67772551354545,0.0,-0.04,0.0,0.36505643903285884,0.0,-0.9309853899609001,0.0,-6.66809658473959,0.0,7.195317083811126
0.9669544507293838,-265.9124739505807,0.0,264.82629448808325,-275.0,0.0,265.5141768383445,0.0,-0.04,0.0,0.36474599789514217,0.0,-0.9311070599128102,0.0,-6.663296796290456,0.0,7.199762204722138
0.9836260791902353,-270.49717177731486,0.0,269.2514848840468,-275.0,0.0,265.35062816314354,0.0,-0.04,0.0,0.3644355162059586,0.0,-0.9312286263467726,0.0,-6.658494044612625,0.0,7.204204123833405
1.0002977076510866,-275.08186960404896,0.0,273.67394865726214,-275.0,0.0,265.1870794879426,0.0,-0.04,0.0,0.3641249939998266,0.0,-0.931350089249272,0.0,-6.653688331841924,0.0,7.208642839169567
1.016969336111938,-279.6665674307831,0.0,278.0936858077293,-275.0,0.0,265.0235308127416,0.0,-0.04,0.0,0.3638144313112692,0.0,-0.9314714486068043,0.0,-6.648879660115497,0.0,7.213078348756685
1.0336409645727895,-284.2512652575173,0.0,282.51069633544824,-275.0,0.0,264.85998213754067,0.0,-0.04,0.0,0.36350382817481397,0.0,-0.9315927044058772,0.0,-6.644068031571805,0.0,7.21751065062225
1.050312593033641,-288.83596308425143,0.0,286.92498024041896,-275.0,0.0,264.6964334623397,0.0,-0.04,0.0,0.36319318462499284,0.0,-0.9317138566330097,0.0,-6.639253448350621,0.0,7.221939742795175
1.0669842214944925,-293.4206609109856,0.0,291.3365375226415,-275.0,0.0,264.53288478713876,0.0,-0.04,0.0,0.36288250069634237,0.0,-0.9318349052747325,0.0,-6.6344359125930366,0.0,7.226365623305802
1.083655849955344,-298.00535873771975,0.0,295.7453681821158,-275.0,0.0,264.3693361119378,0.0,-0.04,0.0,0.36257177642340355,0.0,-0.9319558503175878,0.0,-6.629615426441452,0.0,7.230788290185902
1.1003274784161954,-302.5900565644539,0.0,300.1514722188419,-275.0,0.0,264.20578743673684,0.0,-0.04,0.0,0.36226101184072185,0.0,-0.9320766917481291,0.0,-6.624791992039582,0.0,7.235207741468676
1.1169991068770468,-307.17475439118806,0.0,304.55484963281975,-275.0,0.0,264.0422387615359,0.0,-0.04,0.0,0.3619502069828472,0.0,-0.9321974295529218,0.0,-6.619965611532452,0.0,7.239623975188755
1.1336707353378983,-311.7594522179222,0.0,308.95550042404943,-275.0,0.0,263.8786900863349,0.0,-0.04,0.0,0.36163936188433404,0.0,-0.9323180637185425,0.0,-6.615136287066396,0.0,7.244036989382194
1.1503423637987498,-316.3441500446564,0.0,313.35342459253087,-275.0,0.0,263.71514141113397,0.0,-0.04,0.0,0.3613284765797413,0.0,-0.9324385942315794,0.0,-6.6103040207890595,0.0,7.248446782086494
1.1670139922596012,-320.92884787139053,0.0,317.74862213826407,-275.0,0.0,263.551592735933,0.0,-0.04,0.0,0.36101755110363243,0.0,-0.9325590210786322,0.0,-6.605468814849395,0.0,7.252853351340572
1.1836856207204525,-325.51354569812463,0.0,322.141093061249,-275.0,0.0,263.38804406073206,0.0,-0.04,0.0,0.36070658549057516,0.0,-0.9326793442463123,0.0,-6.600630671397664,0.0,7.2572566951847906
1.200357249181304,-330.0982435248588,0.0,326.5308373614858,-275.0,0.0,263.2244953855311,0.0,-0.04,0.0,0.36039557977514186,0.0,-0.9327995637212423,0.0,-6.59578959258543,0.0,7.261656811660942
1.2170288776421554,-334.68294135159294,0.0,330.9178550389744,-275.0,0.0,263.06094671033014,0.0,-0.04,0.0,0.3600845339919093,0.0,-0.9329196794900567,0.0,-6.590945580565568,0.0,7.2660536988122555
1.2337005061030069,-339.2676391783271,0.0,335.3021460937147,-275.0,0.0,262.8973980351292,0.0,-0.04,0.0,0.3597734481754587,0.0,-0.9330396915394014,0.0,-6.586098637492251,0.0,7.270447354683394
1.2503721345638583,-343.85233700506126,0.0,339.6837105257069,-275.0,0.0,262.73384935992823,0.0,-0.04,0.0,0.35946232236037573,0.0,-0.9331595998559336,0.0,-6.581248765520962,0.0,7.274837777320458
1.2670437630247098,-348.4370348317954,0.0,344.0625483349508,-275.0,0.0,262.5703006847273,0.0,-0.04,0.0,0.3591511565812505,0.0,-0.9332794044263223,0.0,-6.57639596680848,0.0,7.2792249647709895
1.2837153914855612,-353.0217326585296,0.0,348.43865952144654,-275.0,0.0,262.4067520095263,0.0,-0.04,0.0,0.3588399508726776,0.0,-0.933399105237248,0.0,-6.571540243512891,0.0,7.283608915083963
1.3003870199464127,-357.60643048526373,0.0,352.81204408519403,-275.0,0.0,262.24320333432536,0.0,-0.04,0.0,0.358528705269256,0.0,-0.9335187022754027,0.0,-6.566681597793579,0.0,7.287989626309799
1.3170586484072642,-362.1911283119979,0.0,357.18270202619334,-275.0,0.0,262.0796546591244,0.0,-0.04,0.0,0.3582174198055892,0.0,-0.9336381955274898,0.0,-6.561820031811227,0.0,7.292367096500352
1.3337302768681156,-366.77582613873204,0.0,361.5506333444444,-275.0,0.0,261.91610598392344,0.0,-0.04,0.0,0.35790609451628497,0.0,-0.9337575849802244,0.0,-6.556955547727817,0.0,7.2967413237089245
1.350401905328967,-371.3605239654662,0.0,365.9158380399473,-275.0,0.0,261.7525573087225,0.0,-0.04,0.0,0.35759472943595566,0.0,-0.9338768706203332,0.0,-6.5520881477066295,0.0,7.301112305990257
1.3670735337898186,-375.94522179220036,0.0,370.27831611270193,-275.0,0.0,261.58900863352153,0.0,-0.04,0.0,0.357283324599218,0.0,-0.9339960524345543,0.0,-6.547217833912245,0.0,7.305480041400532
1.38374516225067,-380.5299196189345,0.0,374.6380675627084,-275.0,0.0,261.4254599583206,0.0,-0.04,0.0,0.35697188004069313,0.0,-0.9341151304096373,0.0,-6.542344608510531,0.0,7.309844527997378
1.4004167907115213,-385.1146174456686,0.0,378.99509238996654,-275.0,0.0,261.2619112831196,0.0,-0.04,0.0,0.35666039579500664,0.0,-0.9342341045323437,0.0,-6.53746847366866,0.0,7.3142057638398725
1.4170884191723727,-389.69931527240277,0.0,383.3493905944765,-275.0,0.0,261.09836260791866,0.0,-0.04,0.0,0.35634887189678843,0.0,-0.934352974789446,0.0,-6.532589431555092,0.0,7.318563746988529
1.4337600476332242,-394.2840130991369,0.0,387.7009621762383,-275.0,0.0,260.9348139327177,0.0,-0.04,0.0,0.35603730838067293,0.0,-0.9344717411677287,0.0,-6.52770748433958,0.0,7.322918475505315
1.4504316760940756,-398.8687109258711,0.0,392.04980713525185,-275.0,0.0,260.77126525751675,0.0,-0.04,0.0,0.35572570528129893,0.0,-0.9345904036539876,0.0,-6.522822634193172,0.0,7.327269947453643
1.467103304554927,-403.45340875260524,0.0,396.3959254715172,-275.0,0.0,260.6077165823158,0.0,-0.04,0.0,0.35541406263330955,0.0,-0.9347089622350301,0.0,-6.517934883288203,0.0,7.331618160898374
1.4837749330157786,-408.0381065793394,0.0,400.73931718503434,-275.0,0.0,260.44416790711483,0.0,-0.04,0.0,0.3551023804713524,0.0,-0.9348274168976752,0.0,-6.513044233798302,0.0,7.335963113905818
1.50044656147663,-412.62280440607356,0.0,405.0799822758033,-275.0,0.0,260.2806192319139,0.0,-0.04,0.0,0.3547906588300795,0.0,-0.9349457676287535,0.0,-6.508150687898386,0.0,7.340304804543735
1.5171181899374815,-417.2075022328077,0.0,409.41792074382397,-275.0,0.0,260.1170705567129,0.0,-0.04,0.0,0.35447889774414715,0.0,-0.935064014415107,0.0,-6.503254247764657,0.0,7.344643230881334
1.533789818398333,-421.79220005954187,0.0,413.7531325890965,-275.0,0.0,259.95352188151196,0.0,-0.04,0.0,0.35416709724821616,0.0,-0.9351821572435894,0.0,-6.498354915574609,0.0,7.348978390989279
1.5504614468591844,-426.376897886276,0.0,418.08561781162075,-275.0,0.0,259.789973206311,0.0,-0.04,0.0,0.3538552573769516,0.0,-0.935300196101066,0.0,-6.493452693507019,0.0,7.353310282939684
1.5671330753200359,-430.9615957130102,0.0,422.41537641139684,-275.0,0.0,259.62642453111005,0.0,-0.04,0.0,0.35354337816502307,0.0,-0.9354181309744133,0.0,-6.4885475837419495,0.0,7.357638904806119
1.5838047037808873,-435.54629353974434,0.0,426.7424083884247,-275.0,0.0,259.4628758559091,0.0,-0.04,0.0,0.35323145964710434,0.0,-0.9355359618505198,0.0,-6.483639588460746,0.0,7.3619642546636035
1.6004763322417386,-440.13099136647844,0.0,431.0667137427043,-275.0,0.0,259.29932718070813,0.0,-0.04,0.0,0.35291950185787374,0.0,-0.9356536887162853,0.0,-6.478728709846041,0.0,7.3662863305886175
1.61714796070259,-444.7156891932126,0.0,435.3882924742357,-275.0,0.0,259.1357785055072,0.0,-0.04,0.0,0.35260750483201386,0.0,-0.9357713115586214,0.0,-6.473814950081746,0.0,7.370605130659093
1.6338195891634415,-449.30038701994675,0.0,439.70714458301893,-275.0,0.0,258.9722298303062,0.0,-0.04,0.0,0.3522954686042117,0.0,-0.9358888303644509,0.0,-6.468898311353053,0.0,7.3749206529544225
1.650491217624293,-453.8850848466809,0.0,444.0232700690539,-275.0,0.0,258.80868115510526,0.0,-0.04,0.0,0.3519833932091585,0.0,-0.9360062451207086,0.0,-6.4639787958464385,0.0,7.379232895555451
1.6671628460851444,-458.46978267341507,0.0,448.3366689323407,-275.0,0.0,258.6451324799043,0.0,-0.04,0.0,0.35167127868155007,0.0,-0.9361235558143405,0.0,-6.459056405749654,0.0,7.383541856544488
1.6838344745459959,-463.0544805001492,0.0,452.64734117287924,-275.0,0.0,258.48158380470335,0.0,-0.04,0.0,0.3513591250560864,0.0,-0.9362407624323044,0.0,-6.4541311432517325,0.0,7.387847534005297
1.7005061030068473,-467.6391783268834,0.0,456.95528679066956,-275.0,0.0,258.3180351295024,0.0,-0.04,0.0,0.3510469323674719,0.0,-0.9363578649615695,0.0,-6.449203010542982,0.0,7.392149926023105
1.7171777314676988,-472.22387615361754,0.0,461.2605057857117,-275.0,0.0,258.15448645430143,0.0,-0.04,0.0,0.3507347006504153,0.0,-0.9364748633891167,0.0,-6.444272009814988,0.0,7.396449030684599
1.7338493599285503,-476.8085739803517,0.0,465.5629981580056,-275.0,0.0,257.9909377791005,0.0,-0.04,0.0,0.35042242993962963,0.0,-0.9365917577019384,0.0,-6.439338143260612,0.0,7.40074484607793
1.7505209883894017,-481.39327180708585,0.0,469.8627639075513,-275.0,0.0,257.8273891038995,0.0,-0.04,0.0,0.35011012026983235,0.0,-0.9367085478870386,0.0,-6.434401413073988,0.0,7.405037370292707
1.7671926168502532,-485.97796963382,0.0,474.1598030343488,-275.0,0.0,257.66384042869856,0.0,-0.04,0.0,0.3497977716757452,0.0,-0.936825233931433,0.0,-6.429461821450528,0.0,7.4093266014200045
1.7838642453111047,-490.56266746055417,0.0,478.45411553839807,-275.0,0.0,257.5002917534976,0.0,-0.04,0.0,0.34948538419209424,0.0,-0.9369418158221487,0.0,-6.42451937058691,0.0,7.413612537552367
1.8005358737719561,-495.1473652872883,0.0,482.7457014196991,-275.0,0.0,257.33674307829665,0.0,-0.04,0.0,0.34917295785360986,0.0,-0.9370582935462245,0.0,-6.419574062681088,0.0,7.417895176783794
1.8172075022328074,-499.7320631140224,0.0,487.0345606782519,-275.0,0.0,257.1731944030957,0.0,-0.04,0.0,0.3488604926950267,0.0,-0.9371746670907106,0.0,-6.414625899932285,0.0,7.422174517209763
1.8338791306936588,-504.3167609407566,0.0,491.32069331405654,-275.0,0.0,257.00964572789474,0.0,-0.04,0.0,0.3485479887510839,0.0,-0.937290936442669,0.0,-6.409674884540995,0.0,7.426450556927208
1.8505507591545103,-508.90145876749074,0.0,495.604099327113,-275.0,0.0,256.8460970526938,0.0,-0.04,0.0,0.34823544605652473,0.0,-0.9374071015891732,0.0,-6.40472101870898,0.0,7.430723294034536
1.8672223876153617,-513.4861565942249,0.0,499.88477871742117,-275.0,0.0,256.6825483774928,0.0,-0.04,0.0,0.34792286464609684,0.0,-0.9375231625173082,0.0,-6.399764304639268,0.0,7.434992726631623
1.8838940160762132,-518.070854420959,0.0,504.1627314849812,-275.0,0.0,256.51899970229186,0.0,-0.04,0.0,0.3476102445545522,0.0,-0.9376391192141706,0.0,-6.394804744536154,0.0,7.439258852819814
1.9005656445370647,-522.6555522476931,0.0,508.43795762979295,-275.0,0.0,256.3554510270909,0.0,-0.04,0.0,0.34729758581664705,0.0,-0.9377549716668688,0.0,-6.389842340605201,0.0,7.443521670701921
1.9172372729979161,-527.2402500744272,0.0,512.7104571518565,-275.0,0.0,256.19190235188995,0.0,-0.04,0.0,0.3469848884671419,0.0,-0.9378707198625226,0.0,-6.384877095053234,0.0,7.4477811783822325
1.9339089014587676,-531.8249479011613,0.0,516.9802300511718,-275.0,0.0,256.028353676689,0.0,-0.04,0.0,0.3466721525408017,0.0,-0.9379863637882634,0.0,-6.379909010088345,0.0,7.4520373739665065
1.950580529919619,-536.4096457278954,0.0,521.247276327739,-275.0,0.0,255.86480500148804,0.0,-0.04,0.0,0.3463593780723955,0.0,-0.9381019034312342,0.0,-6.374938087919885,0.0,7.4562902555619734
1.9672521583804705,-540.9943435546295,0.0,525.5115959815579,-275.0,0.0,255.70125632628708,0.0,-0.04,0.0,0.3460465650966966,0.0,-0.9382173387785897,0.0,-6.369964330758466,0.0,7.460539821277338
1.983923786841322,-545.5790413813636,0.0,529.7731890126286,-275.0,0.0,255.53770765108612,0.0,-0.04,0.0,0.34573371364848293,0.0,-0.9383326698174961,0.0,-6.364987740815969,0.0,7.464786069222781
2.000595415302173,-550.1637392080977,0.0,534.032055420951,-275.0,0.0,255.37415897588517,0.0,-0.04,0.0,0.3454208237625363,0.0,-0.938447896535131,0.0,-6.360008320305522,0.0,7.469028997509957
2.0172670437630247,-554.7484370348318,0.0,538.2881952065253,-275.0,0.0,255.2106103006842,0.0,-0.04,0.0,0.345107895473643,0.0,-0.9385630189186842,0.0,-6.355026071441523,0.0,7.473268604251996
2.033938672223876,-559.3331348615659,0.0,542.5416083693514,-275.0,0.0,255.04706162548325,0.0,-0.04,0.0,0.34479492881659357,0.0,-0.9386780369553565,0.0,-6.350040996439624,0.0,7.477504887563508
2.0506103006847276,-563.9178326883,0.0,546.7922949094292,-275.0,0.0,254.8835129502823,0.0,-0.04,0.0,0.34448192382618276,0.0,-0.9387929506323603,0.0,-6.345053097516731,0.0,7.481737845560576
2.067281929145579,-568.5025305150341,0.0,551.0402548267588,-275.0,0.0,254.71996427508134,0.0,-0.04,0.0,0.3441688805372096,0.0,-0.9389077599369201,0.0,-6.340062376891008,0.0,7.485967476360769
2.0839535576064305,-573.0872283417682,0.0,555.2854881213402,-275.0,0.0,254.55641559988038,0.0,-0.04,0.0,0.34385579898447743,0.0,-0.9390224648562716,0.0,-6.335068836781873,0.0,7.490193778083129
2.100625186067282,-577.6719261685023,0.0,559.5279947931734,-275.0,0.0,254.39286692467942,0.0,-0.04,0.0,0.3435426792027938,0.0,-0.9391370653776623,0.0,-6.330072479410003,0.0,7.494416748848183
2.1172968145281335,-582.2566239952364,0.0,563.7677748422584,-275.0,0.0,254.22931824947847,0.0,-0.04,0.0,0.3432295212269705,0.0,-0.9392515614883511,0.0,-6.325073306997318,0.0,7.498636386777937
